Report_ID,Report_Name,Report_Category,Reporting_Period,Deadline,Submission_Date,Status,Responsible_Team,Stakeholder,Error_Count,Manual_Interventions,Processing_Time_Hours,Stakeholder_Satisfaction,Report_Complexity
RPT-0433,Basel III Leverage Ratio - 2024-Q2,Basel III Leverage Ratio,2024-Q2,2024-07-30,2024-07-28,On Time,Regulatory Reporting - Capital,ECB,4,3,16.7,4,Medium
RPT-0434,DNB Statistical Report - 2024-M01,DNB Statistical Report,2024-M01,2024-02-15,2024-02-16,Late,Statistical Reporting,DNB,0,3,22.0,4,Medium
RPT-0435,Net Stable Funding Ratio (NSFR) - 2025-Q3,Net Stable Funding Ratio (NSFR),2025-Q3,2025-10-30,2025-10-31,Late,Regulatory Reporting - Liquidity,DNB,1,1,11.8,4,Low
RPT-0436,DNB Statistical Report - 2024-M07,DNB Statistical Report,2024-M07,2024-08-15,2024-08-16,Late,Statistical Reporting,DNB,2,1,9.1,3,Low
RPT-0437,Basel III Leverage Ratio - 2024-Q1,Basel III Leverage Ratio,2024-Q1,2024-04-30,2024-05-02,Late,Regulatory Reporting - Capital,ECB,5,5,90.3,3,High
RPT-0438,Large Exposures Report - 2025-Q1,Large Exposures Report,2025-Q1,2025-04-30,2025-04-30,On Time,Credit Risk Reporting,ECB,0,2,28.7,5,Medium
RPT-0439,Liquidity Coverage Ratio (LCR) - 2025-M01,Liquidity Coverage Ratio (LCR),2025-M01,2025-02-15,2025-02-14,On Time,Regulatory Reporting - Liquidity,DNB,0,1,23.0,5,Low
RPT-0440,DNB Statistical Report - 2024-M03,DNB Statistical Report,2024-M03,2024-04-15,2024-04-15,On Time,Statistical Reporting,DNB,1,4,32.4,5,Medium
RPT-0441,DNB Statistical Report - 2024-M09,DNB Statistical Report,2024-M09,2024-10-15,2024-10-15,On Time,Statistical Reporting,DNB,3,10,82.8,3,High
RPT-0442,Liquidity Coverage Ratio (LCR) - 2024-M10,Liquidity Coverage Ratio (LCR),2024-M10,2024-11-15,2024-11-17,Late,Regulatory Reporting - Liquidity,DNB,4,5,79.4,3,High
RPT-0443,AnaCredit Report - 2025-M01,AnaCredit Report,2025-M01,2025-02-15,2025-02-15,On Time,Credit Risk Reporting,DNB,0,3,41.5,4,Medium
RPT-0444,AnaCredit Report - 2025-M08,AnaCredit Report,2025-M08,2025-09-15,2025-09-19,Late,Credit Risk Reporting,DNB,1,7,92.1,3,High
RPT-0445,AML/KYC Periodic Review - 2024-Q4,AML/KYC Periodic Review,2024-Q4,2025-01-30,2025-01-26,On Time,AML & Compliance Reporting,Internal Compliance Committee,1,3,38.9,5,Medium
RPT-0446,COREP - Own Funds - 2024-Q3,COREP - Own Funds,2024-Q3,2024-10-30,2024-10-29,On Time,Regulatory Reporting - Capital,DNB,0,5,44.3,4,High
RPT-0447,FINREP - Financial Reporting - 2025-Q1,FINREP - Financial Reporting,2025-Q1,2025-04-30,2025-04-29,On Time,Regulatory Reporting - Capital,ECB,2,7,107.0,4,High
RPT-0448,Credit Risk RWA Report - 2025-M05,Credit Risk RWA Report,2025-M05,2025-06-15,2025-06-20,Late,Credit Risk Reporting,Internal Risk Committee,3,6,88.9,3,High
RPT-0449,FINREP - Financial Reporting - 2025-Q1,FINREP - Financial Reporting,2025-Q1,2025-04-30,2025-05-03,Late,Regulatory Reporting - Capital,ECB,5,11,108.7,2,High
RPT-0450,FINREP - Financial Reporting - 2024-Q2,FINREP - Financial Reporting,2024-Q2,2024-07-30,2024-08-01,Late,Regulatory Reporting - Capital,ECB,0,6,32.6,4,Medium
RPT-0451,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-05-02,Late,Credit Risk Reporting,ECB,1,5,44.9,3,Medium
RPT-0452,Credit Risk RWA Report - 2025-M01,Credit Risk RWA Report,2025-M01,2025-02-15,2025-02-19,Late,Credit Risk Reporting,Internal Risk Committee,1,3,33.5,4,Medium
RPT-0453,DNB Statistical Report - 2024-M02,DNB Statistical Report,2024-M02,2024-03-15,2024-03-09,On Time,Statistical Reporting,DNB,0,1,15.7,5,Low
RPT-0454,COREP - Own Funds - 2025-Q3,COREP - Own Funds,2025-Q3,2025-10-30,2025-10-30,On Time,Regulatory Reporting - Capital,DNB,3,7,93.4,3,High
RPT-0455,AML/KYC Periodic Review - 2025-Q2,AML/KYC Periodic Review,2025-Q2,2025-07-30,2025-07-28,On Time,AML & Compliance Reporting,Internal Compliance Committee,0,2,20.4,5,Medium
RPT-0456,Basel III Leverage Ratio - 2025-Q3,Basel III Leverage Ratio,2025-Q3,2025-10-30,2025-10-28,On Time,Regulatory Reporting - Capital,ECB,2,7,55.3,3,High
RPT-0457,Liquidity Coverage Ratio (LCR) - 2025-M07,Liquidity Coverage Ratio (LCR),2025-M07,2025-08-15,2025-08-17,Late,Regulatory Reporting - Liquidity,DNB,0,5,88.9,4,High
RPT-0458,Net Stable Funding Ratio (NSFR) - 2024-Q4,Net Stable Funding Ratio (NSFR),2024-Q4,2025-01-30,2025-02-04,Late,Regulatory Reporting - Liquidity,DNB,0,3,45.0,4,Medium
RPT-0459,COREP - Own Funds - 2024-Q1,COREP - Own Funds,2024-Q1,2024-04-30,2024-04-30,On Time,Regulatory Reporting - Capital,DNB,1,3,28.4,4,Medium
RPT-0460,AML/KYC Periodic Review - 2025-Q1,AML/KYC Periodic Review,2025-Q1,2025-04-30,2025-04-30,On Time,AML & Compliance Reporting,Internal Compliance Committee,2,4,106.0,5,High
RPT-0461,Large Exposures Report - 2024-Q3,Large Exposures Report,2024-Q3,2024-10-30,2024-11-05,Missed,Credit Risk Reporting,ECB,5,3,37.6,2,Medium
RPT-0462,FINREP - Financial Reporting - 2024-Q2,FINREP - Financial Reporting,2024-Q2,2024-07-30,2024-07-29,On Time,Regulatory Reporting - Capital,ECB,5,6,53.4,3,High
RPT-0463,FINREP - Financial Reporting - 2025-Q1,FINREP - Financial Reporting,2025-Q1,2025-04-30,2025-05-02,Late,Regulatory Reporting - Capital,ECB,5,7,59.7,3,High
RPT-0464,Liquidity Coverage Ratio (LCR) - 2024-M09,Liquidity Coverage Ratio (LCR),2024-M09,2024-10-15,2024-10-15,On Time,Regulatory Reporting - Liquidity,DNB,2,3,20.5,4,Medium
RPT-0465,Large Exposures Report - 2024-Q3,Large Exposures Report,2024-Q3,2024-10-30,2024-11-03,Late,Credit Risk Reporting,ECB,1,9,82.7,4,High
RPT-0466,AML/KYC Periodic Review - 2025-Q2,AML/KYC Periodic Review,2025-Q2,2025-07-30,2025-07-27,On Time,AML & Compliance Reporting,Internal Compliance Committee,1,3,10.8,4,Low
RPT-0467,Basel III Leverage Ratio - 2024-Q2,Basel III Leverage Ratio,2024-Q2,2024-07-30,2024-07-24,On Time,Regulatory Reporting - Capital,ECB,2,3,16.4,4,Medium
RPT-0468,Liquidity Coverage Ratio (LCR) - 2025-M08,Liquidity Coverage Ratio (LCR),2025-M08,2025-09-15,2025-09-12,On Time,Regulatory Reporting - Liquidity,DNB,1,1,31.2,4,Medium
RPT-0469,COREP - Own Funds - 2024-Q4,COREP - Own Funds,2024-Q4,2025-01-30,2025-02-02,Late,Regulatory Reporting - Capital,DNB,6,9,74.1,2,High
RPT-0470,AML/KYC Periodic Review - 2024-Q4,AML/KYC Periodic Review,2024-Q4,2025-01-30,2025-02-06,Missed,AML & Compliance Reporting,Internal Compliance Committee,3,8,51.2,2,High
RPT-0471,FINREP - Financial Reporting - 2025-Q2,FINREP - Financial Reporting,2025-Q2,2025-07-30,2025-08-04,Late,Regulatory Reporting - Capital,ECB,3,6,107.3,3,High
RPT-0472,Credit Risk RWA Report - 2024-M02,Credit Risk RWA Report,2024-M02,2024-03-15,2024-03-18,Late,Credit Risk Reporting,Internal Risk Committee,2,3,41.1,4,Medium
RPT-0473,COREP - Own Funds - 2024-Q3,COREP - Own Funds,2024-Q3,2024-10-30,2024-10-27,On Time,Regulatory Reporting - Capital,DNB,4,7,61.6,3,High
RPT-0474,Large Exposures Report - 2024-Q2,Large Exposures Report,2024-Q2,2024-07-30,2024-07-23,On Time,Credit Risk Reporting,ECB,4,8,57.7,3,High
RPT-0475,AML/KYC Periodic Review - 2024-Q4,AML/KYC Periodic Review,2024-Q4,2025-01-30,2025-01-31,Late,AML & Compliance Reporting,Internal Compliance Committee,6,9,72.5,3,High
RPT-0476,COREP - Own Funds - 2024-Q1,COREP - Own Funds,2024-Q1,2024-04-30,2024-05-09,Missed,Regulatory Reporting - Capital,DNB,3,6,68.0,2,High
RPT-0477,FINREP - Financial Reporting - 2024-Q4,FINREP - Financial Reporting,2024-Q4,2025-01-30,2025-01-30,On Time,Regulatory Reporting - Capital,ECB,2,3,106.2,4,High
RPT-0478,COREP - Own Funds - 2025-Q3,COREP - Own Funds,2025-Q3,2025-10-30,2025-10-28,On Time,Regulatory Reporting - Capital,DNB,0,1,5.8,5,Low
RPT-0479,DNB Statistical Report - 2024-M07,DNB Statistical Report,2024-M07,2024-08-15,2024-08-18,Late,Statistical Reporting,DNB,0,3,5.5,4,Low
RPT-0480,Basel III Leverage Ratio - 2024-Q1,Basel III Leverage Ratio,2024-Q1,2024-04-30,2024-04-25,On Time,Regulatory Reporting - Capital,ECB,0,3,29.8,4,Medium
RPT-0481,Credit Risk RWA Report - 2025-M05,Credit Risk RWA Report,2025-M05,2025-06-15,2025-06-18,Late,Credit Risk Reporting,Internal Risk Committee,1,5,62.0,4,High
RPT-0482,Liquidity Coverage Ratio (LCR) - 2025-M08,Liquidity Coverage Ratio (LCR),2025-M08,2025-09-15,2025-09-14,On Time,Regulatory Reporting - Liquidity,DNB,0,0,16.6,5,Low
RPT-0483,Liquidity Coverage Ratio (LCR) - 2025-M05,Liquidity Coverage Ratio (LCR),2025-M05,2025-06-15,2025-06-13,On Time,Regulatory Reporting - Liquidity,DNB,2,3,31.2,4,Medium
RPT-0484,Net Stable Funding Ratio (NSFR) - 2024-Q1,Net Stable Funding Ratio (NSFR),2024-Q1,2024-04-30,2024-05-08,Missed,Regulatory Reporting - Liquidity,DNB,0,4,25.4,3,Medium
RPT-0485,FINREP - Financial Reporting - 2024-Q4,FINREP - Financial Reporting,2024-Q4,2025-01-30,2025-02-02,Late,Regulatory Reporting - Capital,ECB,2,5,60.4,4,High
RPT-0486,AnaCredit Report - 2024-M08,AnaCredit Report,2024-M08,2024-09-15,2024-09-05,On Time,Credit Risk Reporting,DNB,0,0,11.5,5,Low
RPT-0487,AnaCredit Report - 2024-M09,AnaCredit Report,2024-M09,2024-10-15,2024-10-17,Late,Credit Risk Reporting,DNB,2,4,79.8,4,High
RPT-0488,AnaCredit Report - 2025-M09,AnaCredit Report,2025-M09,2025-10-15,2025-10-15,On Time,Credit Risk Reporting,DNB,0,2,4.6,5,Low
RPT-0489,Net Stable Funding Ratio (NSFR) - 2025-Q1,Net Stable Funding Ratio (NSFR),2025-Q1,2025-04-30,2025-04-28,On Time,Regulatory Reporting - Liquidity,DNB,1,1,23.5,4,Medium
RPT-0490,DNB Statistical Report - 2024-M11,DNB Statistical Report,2024-M11,2024-12-15,2024-12-14,On Time,Statistical Reporting,DNB,0,0,10.5,4,Low
RPT-0491,Net Stable Funding Ratio (NSFR) - 2025-Q1,Net Stable Funding Ratio (NSFR),2025-Q1,2025-04-30,2025-04-28,On Time,Regulatory Reporting - Liquidity,DNB,1,0,20.4,4,Low
RPT-0492,Large Exposures Report - 2024-Q3,Large Exposures Report,2024-Q3,2024-10-30,2024-10-25,On Time,Credit Risk Reporting,ECB,0,0,14.8,4,Low
RPT-0493,DNB Statistical Report - 2024-M04,DNB Statistical Report,2024-M04,2024-05-15,2024-05-16,Late,Statistical Reporting,DNB,2,2,40.2,3,Medium
RPT-0494,Liquidity Coverage Ratio (LCR) - 2024-M03,Liquidity Coverage Ratio (LCR),2024-M03,2024-04-15,2024-04-17,Late,Regulatory Reporting - Liquidity,DNB,2,2,24.1,4,Medium
RPT-0495,DNB Statistical Report - 2024-M06,DNB Statistical Report,2024-M06,2024-07-15,2024-07-09,On Time,Statistical Reporting,DNB,0,0,20.8,5,Medium
RPT-0496,FINREP - Financial Reporting - 2024-Q1,FINREP - Financial Reporting,2024-Q1,2024-04-30,2024-05-04,Late,Regulatory Reporting - Capital,ECB,4,6,75.8,3,High
RPT-0497,Basel III Leverage Ratio - 2025-Q1,Basel III Leverage Ratio,2025-Q1,2025-04-30,2025-04-25,On Time,Regulatory Reporting - Capital,ECB,0,2,19.1,5,Low
RPT-0498,Net Stable Funding Ratio (NSFR) - 2025-Q2,Net Stable Funding Ratio (NSFR),2025-Q2,2025-07-30,2025-08-03,Late,Regulatory Reporting - Liquidity,DNB,9,7,81.8,2,High
RPT-0499,Liquidity Coverage Ratio (LCR) - 2025-M09,Liquidity Coverage Ratio (LCR),2025-M09,2025-10-15,2025-10-13,On Time,Regulatory Reporting - Liquidity,DNB,0,2,15.2,4,Low
RPT-0500,COREP - Own Funds - 2025-Q2,COREP - Own Funds,2025-Q2,2025-07-30,2025-08-05,Missed,Regulatory Reporting - Capital,DNB,5,7,91.9,2,High
RPT-0501,COREP - Own Funds - 2025-Q1,COREP - Own Funds,2025-Q1,2025-04-30,2025-04-28,On Time,Regulatory Reporting - Capital,DNB,0,2,41.4,5,Medium
RPT-0502,FINREP - Financial Reporting - 2024-Q2,FINREP - Financial Reporting,2024-Q2,2024-07-30,2024-07-23,On Time,Regulatory Reporting - Capital,ECB,3,4,20.5,4,Medium
RPT-0503,Liquidity Coverage Ratio (LCR) - 2024-M01,Liquidity Coverage Ratio (LCR),2024-M01,2024-02-15,2024-02-15,On Time,Regulatory Reporting - Liquidity,DNB,1,1,11.9,5,Low
RPT-0504,FINREP - Financial Reporting - 2025-Q1,FINREP - Financial Reporting,2025-Q1,2025-04-30,2025-04-28,On Time,Regulatory Reporting - Capital,ECB,1,9,37.8,4,Medium
RPT-0505,AML/KYC Periodic Review - 2024-Q1,AML/KYC Periodic Review,2024-Q1,2024-04-30,2024-05-02,Late,AML & Compliance Reporting,Internal Compliance Committee,0,6,35.0,4,Medium
RPT-0506,COREP - Own Funds - 2025-Q2,COREP - Own Funds,2025-Q2,2025-07-30,2025-08-03,Late,Regulatory Reporting - Capital,DNB,1,4,102.3,4,High
RPT-0507,COREP - Own Funds - 2024-Q3,COREP - Own Funds,2024-Q3,2024-10-30,2024-10-31,Late,Regulatory Reporting - Capital,DNB,1,2,19.4,4,Low
RPT-0508,Large Exposures Report - 2024-Q1,Large Exposures Report,2024-Q1,2024-04-30,2024-05-01,Late,Credit Risk Reporting,ECB,6,11,49.3,2,High
RPT-0509,DNB Statistical Report - 2024-M08,DNB Statistical Report,2024-M08,2024-09-15,2024-09-17,Late,Statistical Reporting,DNB,4,5,18.6,4,Medium
RPT-0510,AnaCredit Report - 2024-M09,AnaCredit Report,2024-M09,2024-10-15,2024-10-13,On Time,Credit Risk Reporting,DNB,0,0,12.9,5,Low
RPT-0511,AnaCredit Report - 2025-M07,AnaCredit Report,2025-M07,2025-08-15,2025-08-14,On Time,Credit Risk Reporting,DNB,1,1,23.9,4,Medium
RPT-0512,Credit Risk RWA Report - 2024-M09,Credit Risk RWA Report,2024-M09,2024-10-15,2024-10-14,On Time,Credit Risk Reporting,Internal Risk Committee,4,6,52.6,4,High
RPT-0513,DNB Statistical Report - 2024-M12,DNB Statistical Report,2024-M12,2025-01-15,2025-01-12,On Time,Statistical Reporting,DNB,1,4,15.3,5,Medium
RPT-0514,DNB Statistical Report - 2025-M05,DNB Statistical Report,2025-M05,2025-06-15,2025-06-14,On Time,Statistical Reporting,DNB,3,5,36.2,4,Medium
RPT-0515,Credit Risk RWA Report - 2024-M06,Credit Risk RWA Report,2024-M06,2024-07-15,2024-07-12,On Time,Credit Risk Reporting,Internal Risk Committee,1,1,8.2,4,Low
RPT-0516,DNB Statistical Report - 2025-M08,DNB Statistical Report,2025-M08,2025-09-15,2025-09-12,On Time,Statistical Reporting,DNB,0,2,3.7,5,Low
RPT-0517,DNB Statistical Report - 2025-M03,DNB Statistical Report,2025-M03,2025-04-15,2025-04-14,On Time,Statistical Reporting,DNB,0,0,12.0,5,Low
RPT-0518,Liquidity Coverage Ratio (LCR) - 2024-M05,Liquidity Coverage Ratio (LCR),2024-M05,2024-06-15,2024-06-15,On Time,Regulatory Reporting - Liquidity,DNB,2,1,31.2,5,Medium
RPT-0519,Basel III Leverage Ratio - 2024-Q4,Basel III Leverage Ratio,2024-Q4,2025-01-30,2025-01-31,Late,Regulatory Reporting - Capital,ECB,3,4,63.3,3,High
RPT-0520,Large Exposures Report - 2024-Q3,Large Exposures Report,2024-Q3,2024-10-30,2024-10-24,On Time,Credit Risk Reporting,ECB,1,1,19.0,5,Low
